id,headline,new_time,received_time,model_sentiment,currency
832daef5eb8c4ce2ba3f0e80d0433522,*SINGAPORE'S JUNE ELECTRONICS EXPORTS FALL 31.9% Y/Y,,2019/7/17 08:38:16,-60.0,SGD
c0ddbaa295eb436ea6da3ce36f446553,*U.S. MAY IMPORT PRICES RISE 4.3 % FROM PREVIOUS YEAR,,2018/6/14 20:30:10,0.0,USD
6fec6d6d3d5e4054a1a5faea0171c397,*RBI OVERNIGHT VARIABLE REVERSE REPO CUT-OFF RATE IS 5.74%,,2019/7/9 15:21:07,0.0,INR
90e304b57b924a58b484d583280633e8,*JAPAN JULY EXPORTS -1.6% Y/Y; EST. -2.3%,,2019/8/19 07:50:15,60.0,JPY
b4039e3d131b4818b295ddcfd951cd74,*GERMANY JULY CONSTRUCTION PMI 49.5,,2019/8/6 15:31:51,0.0,EUR
00cd0356a77c49b5b4d76da26e310f3f,*BOJ PURCHASES 70.7B YEN OF ETFS 2019-08-26,2019/8/26 16:41:13,2019/8/26 16:41:14,0.0,JPY
1861e97721e6461d92b98752d8698a7f,"*IMF SEES EURO UNDERVALUED, POLICY SUPPORT NEEDED: REUTERS",,2019/6/6 16:56:46,0.0,EUR
543a0dedbab34f49ae0d202df7fdb162,*EURO-AREA JUNE RETAIL SALES RISE 2.6% Y/Y; EST 1.3%,,2019/8/2 17:00:03,60.0,EUR
a935a2f2470248c89a5cdb2e4ccdba76,"*CARNEY SAYS BOE SEES U.K. INVESTMENT FALLING IN 2Q, 3Q",,2019/8/1 19:33:51,-60.0,GBP
a14ca8bd078843fcb00184cda5ebc786,"*SUGA: ABE, ESPER HAD NO PARTICULAR DISCUSSION ON PERSIAN GULF",,2019/8/7 10:19:16,0.0,JPY
a6d994e232324adfa5aa0341a556cc2f,*ECB COMMENTS IN EMAILED STATEMENT,,2019/8/15 22:09:44,0.0,EUR
674e3889c4a34b1f82e27c4f856bba65,"*MUFG BANK FIXES YEN AT 109.27/DOLLAR, 0.63 WEAKER",,2019/8/1 08:56:14,0.0,JPY
29428cf6ea7c40818b72b94f87ec7b24,*DRAGHI: ECB DIDN'T DISCUSS REINVESTMENT POLICY,,2018/6/14 20:56:26,0.0,EUR
3f8c92d50d214704bd801f75c8f0c1d3,*REHN SAYS ECB READY TO TAKE FURTHER ACTION IF NECESSARY,,2019/7/4 21:00:02,0.0,EUR
2a82473c240947e392f87410f1b1733e,"*NOMURA FIXES YEN AT 106.43/DOLLAR, 0.52 WEAKER",2019/9/5 09:08:02,2019/9/5 09:08:03,0.0,JPY
4302700b808643b78c980adfde8731d6,*FRANCE TO SELL UP TO EU1.10 BLN 357-DAY BILLS ON JUN. 24,,2019/6/21 17:01:19,0.0,EUR
427f0f52ce8c44a28da3541106c61d36,*ST. LOUIS FED'S BULLARD COMMENTS IN BLOOMBERG TV INTERVIEW,,2019/5/22 07:12:10,0.0,USD
8f9d73e8a587453f8d518ea819f85631,*GERMAN JUNE WHOLESALE PRICES RISE 0.3% FROM YEAR EARLIER,,2019/7/12 14:03:48,0.0,EUR
5a11b4ac0905421ca1dc187c1fd9778e,"*INDIA SELLS 182-DAYS T-BILLS AT 96.88 RUPEES, RBI SAYS",,2019/5/15 16:00:25,60.0,INR
9450b1585e3d4cd48a140763409f0aa8,*U.S. ADVANCED SEPT. GOODS TRADE DEFICIT AT $76.0B,,2018/10/25 20:30:01,0.0,USD
ea4158187ad64132ab219677d38344a8,*ECB'S VILLEROY: RATE TIERING MUSTN'T HINDER POLICY TRANSMISSION,2019/9/4 03:00:00,2019/9/4 03:00:02,0.0,EUR
075d080983fb4b93b7be3bd4213c3b95,*ECB AFFIRMS PLAN TO HALT NET ASSET PURCHASES AT END OF DECEMBER,,2018/7/26 19:45:13,60.0,EUR
9e014a75294e42f3a7f935718e52ba99,*INDIA RBI ACCEPTED 51 BIDS AT REVERSE REPO AUCTION,,2019/6/11 11:15:06,60.0,INR
6d25b1c1e9904a7fb3a1764b9dac9770,*ECB SAYS BANKS DEPOSITED EU593.1 BLN WITH IT OVERNIGHT,,2019/5/20 15:10:26,0.0,EUR
d3b8a8ef12b1447b879fba0666acaf93,*RUPERT MURDOCH RESUMES TESTIMONY TO LEVESON INQUIRY IN LONDON,,2012/4/25 21:05:11,0.0,GBP
d7a35596d7614579930f706cd87f802a,*INDIA PLANS TO SELL 40BLN RUPEES OF 364 DAY T-BILLS ON JULY 31,,2019/7/26 20:06:39,0.0,INR
79f68d3890ca4b528fecc92b1048c62b,*FED REMOVES WORD  `PATIENT' FROM STATEMENT,,2019/6/20 02:00:12,0.0,USD
1eac4c62d5d144cc8b26c52951d6253b,*GLOBAL FUNDS SELL NET INR7.41B INDIA EQUITIES WEDNESDAY: NSDL,,2019/5/23 18:29:35,60.0,INR
c6e6aa9d757d4ddea0eff2b34ef6e250,*PETERSON'S BERGSTEN: NO EVIDENCE THAT CHINA IS FX MANIPULATOR,,2019/8/7 20:00:11,0.0,CNY
26e230a947b642bfad0270d7ea7094c6,*BOK SAYS IN STATEMENT AFTER MEETING ON JAPAN IMPACT,,2019/8/2 15:26:02,0.0,JPY
1d25fa585004493a9681178db19797cb,"*BOE ISN'T BOUND BY FORECASTS IMPLYING RATE HIKES, SAUNDERS SAYS",,2019/7/23 15:05:01,0.0,GBP
a17efcef75664a98894186d26c001298,*SOUTH KOREA 2Q GDP EXPANDS 1.1% Q/Q; EST. 0.9%,,2019/7/25 07:00:01,-60.0,KRW
442ce87a3b234645ae8951bc4165db65,*DRAGHI: G-7 HAS SUBSTANTIAL CONCERNS ABOUT FACEBOOK'S LIBRA,,2019/7/25 21:25:05,0.0,EUR
52d9c3d939094aa085559d5c49448890,*POLISH INFLOWS MAY DECLINE AS EU SHIFTS TO GREEN ENERGY: RP.PL,2019/9/17 13:20:02,2019/9/17 13:20:03,0.0,EUR
e97e9815b5ac4adc886e30edced2a707,*DRAGHI URGES GOVERNMENTS TO REBUILD FISCAL BUFFERS,,2018/9/13 20:39:58,0.0,EUR
363ba13a6e9d4bdb9e60c563c95a6b9a,"*CITIBANK FIXES YEN AT 108.99/DOLLAR, 0.1 WEAKER",,2019/7/10 09:01:17,0.0,JPY
833732108e424e68beb92c1ddf073cbf,*EU'S JUNCKER ARRIVES AT LUXEMBOURG RESTAURANT FOR JOHNSON TALKS,2019/9/16 17:54:47,2019/9/16 17:54:48,0.0,EUR
4c35d47350cb4ec4b07609d4d9415c86,"*U.S. TOTAL BENEFIT ROLLS INCREASE BY 27,000 TO 1.72 MILLION",,2019/7/11 20:30:15,60.0,USD
8606f64e135d4334b9e510082176b65d,*JAPAN MAY INDUSTRIAL OUTPUT -1.8% Y/Y; EST. -2.9%,,2019/6/28 07:50:07,60.0,JPY
ae3c330bc7514765a70c45265832c30e,*RBI TO HOLD 300BLN RUPEES OVERNIGHT REVERSE REPO AUCTION MAY 16,,2019/5/15 21:17:37,0.0,INR
6c516f1dfc0a4b46bc6994ba7e661886,*BETTEL SAYS `NO CONCRETE PROPOSALS' FROM U.K. TO CHANGE DEAL,2019/9/16 22:25:13,2019/9/16 22:25:13,0.0,GBP
a816bfb4a32f47338bba3f5b1e0fb72d,*RBI TO CONDUCT OVERNIGHT REVERSE REPO AUCTION AUG. 20,2019/8/19 20:17:08,2019/8/19 20:17:08,0.0,INR
8574e2f28c5d4d41a594660d97c61fe8,*POWELL: TRADE CONCERNS WEIGH ON U.S. ECONOMIC OUTLOOK,,2019/7/11 22:42:58,-60.0,USD
265a132991554064bb35ccc027360a1f,*CHINA END-MAY YUAN FOREX POSITIONS FALL 1.09B YUAN M/M,,2019/6/14 16:09:24,-60.0,CNY
dcb331510f9d4179b9833bb77c00ab86,*JAPAN CHIEF CABINET SECRETARY SUGA SPEAKS IN TOKYO,,2019/7/9 09:17:28,0.0,JPY
3f50d5d907a144ee9f7d75b53d1645e0,*JAPAN NEXT LARGE MANUFACTURER TANKAN SEEN AT 7,,2019/7/1 07:50:13,0.0,JPY
29ff43953891402c975203ee425a968c,*EURO-AREA JOBLESSNESS FALLS TO 7.5%; LOWEST SINCE JULY 2008,,2019/7/1 17:07:31,-60.0,EUR
934a1edf2c454d4ca7895539e8e56ad9,*JAPAN SPECIAL ACCOUNT TEMPORARY BORROWING AVERAGE YIELD 0.000%,,2019/5/15 12:00:08,-60.0,JPY
bec29a7d02764e2dbbe8b65e72344337,*SOUTH KOREA JULY SEMICONDUCTOR EXPORTS DROP 28.1% Y/Y,,2019/8/1 08:00:05,0.0,KRW
dfadd70c7af04bff917438150aa46347,*DRAGHI: REFORM IMPLEMENTATION MUST BE STEPPED UP SUBSTANTIALLY,,2019/6/25 13:42:33,-60.0,EUR
33b85ee0d9374352a8f2bcaca44746c6,*RBI DRAINS 189.82BLN RUPEES VIA OVERNIGHT REVERSE REPO AUCTION,,2019/5/21 11:15:03,60.0,INR
be10478944d54a92a0cd9244045e3a2f,*DRAGHI: CONTINUED CONVERGENCE DEPENDENT ON OTHER POLICY PILLARS,,2018/6/14 20:58:47,0.0,EUR
dce0f7871b7b467f9522447ed3d573d5,*INDIA SELLS 50B RUPEES OF 182-DAYS T-BILLS AT 97.04 RUPEES,,2019/7/3 17:35:45,0.0,INR
17d93c2bdae0458d863a177a5b0a14a9,*POWELL: FOMC GENERALLY SEES MEANINGFUL DEMAND BOOST FROM FISCAL,,2018/3/22 03:06:18,-60.0,USD
90b9776592f346e19ee84d7b91bc2611,"*HKMA SAYS HKD FX, MONEY MARKETS OPERATING IN ORDERLY MANNER",,2019/6/12 14:53:14,0.0,HKD
f842a686b783438aa9a389bc5ab3e565,*RBI DRAINS 87.95BLN RUPEES VIA 7-DAY REVERSE REPO AUCTION,,2019/7/17 19:15:15,0.0,INR
c0f9377e60134d91b132b3456bdbda60,*DRAGHI SEES RATES AT PRESENT LEVEL WELL PAST END OF QE,,2018/1/25 21:32:43,-60.0,EUR
7bfff91758e4488e856c787566db6a82,*INDIA TO HOLD 245 B RUPEES 14 DAY TERM-REPO AUCTION ON JUNE 4,,2019/5/23 13:28:14,0.0,INR
f2aee3e54598467d9f4aca4458143b8a,*DRAGHI: RISKS FROM PROTECTIONISM REMAIN PROMINENT,,2019/6/25 13:17:38,-60.0,EUR
cd5b7a0e03a44a64afdf17d34290be84,*RBI: SURPLUS LIQUIDITY IN SYSTEM FOR MORE THAN A MONTH NOW,,2019/7/5 17:54:23,0.0,INR
5b09e6e179b340eb8f255686962d28f1,*FRENCH JULY PRODUCTION OUTLOOK INDICATOR AT 0,,2019/7/24 14:48:56,0.0,EUR
72e4b40b4f6c4710ae0786848e5c9e77,*PHILIPPINES KEEPS 1Q GDP GROWTH AT 5.6% Y/Y,,2019/8/7 10:08:00,-60.0,PHP
11fbbe2a41af4ae8898090a9f261954e,*U.S. JUNE EMPIRE FACTORY FUTURE INDEX AT 25.7 AFTER 30.6,,2019/6/17 20:30:00,0.0,USD
71560e29a55647739aa1c2350f44b925,*INDONESIA'S APRIL FOREIGN TOURIST ARRIVALS RISE TO 1.3M,,2019/6/10 12:22:43,0.0,IDR
a4bbd61d58d546c783a6fe1fb5bb226e,*DRAGHI URGES GOVERNMENTS TO RAISE LONGER-TERM GROWTH POTENTIAL,,2019/1/24 21:40:49,0.0,EUR
f1572c3c640e44ee91ebb3c0f835cc9e,*INDIA GOT 55 BIDS WORTH 525.0 BLN RUPEES FOR 91-DAY BILLS,,2019/6/12 17:43:15,0.0,INR
60f3b20f3c4646efbb202fc05fa5b143,*JAPAN TO SELL 2.30 TRILLION YEN IN T-DISCOUNT BILLS TODAY,,2019/6/6 09:20:02,0.0,JPY
33b8d4285b064b9bb45343493a4966fa,*RBI GOT BIDS WORTH 99.15BLN RUPEES AT 7-DAY REVERSE REPO,,2019/7/3 15:37:07,0.0,INR
f4a069fed2274a36a5c8f9116cfdfa0f,*POWELL: HEARING LOT OF TALK OF LABOR SHORTAGES,,2018/9/27 02:57:49,0.0,USD
3e3e17c3d3044b2cbe6f3ce51ccefd01,*JAPAN CHIEF CABINET SECRETARY SUGA SPEAKS IN TOKYO,,2019/6/13 15:05:14,0.0,JPY
c0f5834322dc4a9b80bb21e1142130c3,*POWELL: NOT GOOD FOR MONETARY POLICY TO BE ONLY GAME IN TOWN,,2019/6/26 01:44:19,0.0,USD
f82ab50645b3423b841de2e07a0f32ec,*FED CHAIRMAN POWELL COMMENTS IN TEXT OF REMARKS IN NEW YORK,,2019/6/26 01:01:28,0.0,USD
07ca737e9a004f3ead0660466660158c,*JAPAN SELLS 349.6 BLN YEN NOTES IN 1ST NON-COMPETITIVE SALE,,2019/5/30 11:35:06,0.0,JPY
178fc2e0bc1946e09b433b7e04ba792d,*RBI TO HOLD 1TLN RUPEES OVERNIGHT REVERSE REPO AUCTION AUG. 5,,2019/8/2 20:22:56,0.0,INR
644b3a9a16ef4473947a895b411e3432,*SOUTH KOREA JULY PRODUCER PRICES FALL 0.3% Y/Y,2019/8/21 05:00:04,2019/8/21 05:00:04,0.0,KRW
29082ec7b48343bfb20e5ab93a32f90b,*PBOC IS SAID TO CONDUCT MLF TODAY,2019/9/17 09:23:31,2019/9/17 09:23:31,0.0,CNY
caa94dbf23dc428fbd175462e99d61f4,*RBI DRAINS 196.73BLN RUPEES VIA OVERNIGHT REVERSE REPO AUCTION,,2019/8/2 11:15:07,0.0,INR
aa1cbd042f3b4e9aa1c4db464b35028b,*BANK INDONESIA TO CALIBRATE POLICY TO SUPPORT ECONOMIC GROWTH,,2019/6/10 12:58:09,0.0,IDR
5ed16e80945948cabc92c8c1def750b4,*IMF SAYS NZ DOLLAR LEVEL NOT AN IMMEDIATE CONCERN,,2019/6/26 05:53:10,0.0,NZD
6cb0fda6c9ae4477a8a136436d2014de,*JAPAN APRIL ADJUSTED EXPORTS 6.64 TLN YEN,,2019/5/22 07:50:09,0.0,JPY
e03d21ce6c874622a653b2fe76fe372a,*RBI TO HOLD OVERNIGHT REVERSE REPO AUCTION 10.30 AM TO 11.00 AM,,2019/8/5 20:44:06,0.0,INR
c74657e8723b4cee9fec3dd9bbdc5842,"*JAPAN 5-YR NOTE LOWEST PRICE 102.0200, YIELD -0.3100%",,2019/8/15 11:53:45,0.0,JPY
3a7e743ea39b4e1eba2572e354c9d36a,*POWELL: GREAT ENVIRONMENT FOR PEOPLE TO FIND JOBS,,2018/6/14 03:09:14,0.0,USD
f29366473da646d99e36e3e772628a93,*RBI GOT BIDS WORTH 14.50BLN RUPEES AT OVERNIGHT REVERSE REPO,,2019/5/30 18:52:47,0.0,INR
d34ea2dcedac46578d6ffac0b20b7adb,*ABE: MID-EAST VERY IMPORTANT FOR INTERNATIONAL COMMUNITY,,2019/5/27 14:50:59,0.0,JPY
0c7a4e2c9fcd4810a8c7e1dcf6655291,*U.K. MPS REJECT FINAL STAGE OF GRIEVE PLAN TO BLOCK NO-DEAL,,2019/7/10 03:07:33,0.0,GBP
6e8d22e060b84882ab42d6bc6873f1bb,*AUSTRALIAN 2Q RETAIL SALES RISE 0.2% Q/Q; EST. 0.3%,,2019/8/2 09:31:13,60.0,AUD
07bcc88613964aff8bc0adb649a3da77,*BANK OF THAILAND'S PORNPEN COMMENTED AT BANGKOK CONFERENCE,,2019/7/25 17:45:53,0.0,THB
4e99270f1f3049d2b13182f8f0104d4a,*RBI 3-DAY VARIABLE REVERSE REPO CUT-OFF RATE IS 5.74%,,2019/6/21 18:47:33,0.0,INR
f09c6508834945fa94baa7686cdc9139,*CARNEY: DON'T THINK MON POL BEING POLITICIZED IN THE U.K.,,2019/6/26 17:41:34,0.0,GBP
64b71edaaf6d43f489b46233b92acf80,*CLARIDA REPEATS ECONOMY OPERATING AT OR CLOSE TO FED TWIN GOALS,,2019/5/21 01:05:00,60.0,USD
732f08eb8b454f35a3c09ce923302192,*SOUTH KOREA JULY CURRENT ACCOUNT SURPLUS AT $6.95B,2019/9/5 07:00:01,2019/9/5 07:00:04,0.0,KRW
b7907c2b3d1e4a68ac962c3374cf8fc3,*POWELL: JUNE JOBS REPORT WAS POSITIVE AND WAS `GREAT NEWS',,2019/7/10 22:46:23,0.0,USD
f1caba5ae7584382ba8d0ef81dc95cbe,*MONEY MARKETS SEE 10-BASIS POINT ECB RATE CUT BY DECEMBER,,2019/6/18 16:13:00,0.0,EUR
02e3d7f506c3477d85eb457188389448,"*U.S. JOBLESS CLAIMS FALL 1,000 TO 211,000; EST. 215,000",,2019/5/23 20:30:02,0.0,USD
91b663b3ad694ae5afbbad2393d7f581,*SOUTH AFRICAN APRIL PGM PRODUCTION ROSE 1.7% VS YEAR AGO,,2019/6/13 17:30:04,60.0,ZAR
73441c3262ea4d7cbb9ed06f9477a982,*SNB PRESIDENT JORDAN COMMENTS IN BERN PRESS CONFERENCE,2019/9/3 16:34:57,2019/9/3 16:34:57,0.0,CHF
0ea047d5b4cc45b88d79895585e09ee2,*GLOBAL FUNDS SELL NET INR28.9B INDIA EQUITIES ON AUG. 2: NSDL,,2019/8/5 18:40:18,0.0,INR
c375af18784849f5845bd66ea6d87334,*DRAGHI: SOME SIGNS ONE-OFF FACTORS STARTING TO FADE,,2019/6/25 14:26:58,-60.0,EUR
2c81082003904511ac4a0965fd970a60,*POWELL: NOT SEEN WIDESPREAD ADOPTION OF CRYPTOCURRENCIES,,2019/7/11 23:51:32,0.0,USD
f92a5bc579dc4b6195a16934a35de9be,*PHILIPPINES CUTS KEY RATE TO 4.25%; IN LINE WITH MOST IN SURVEY,,2019/8/8 15:59:07,0.0,PHP
60b774ce75504a81a6332e5c63289531,*SPAIN 6M BILLS BID-TO-COVER 4.25 VS 5.36 AT MAY 7 AUCTION,,2019/6/11 16:39:46,0.0,EUR
a1da37d747e949f28678aaf71708544d,*RBI 7-DAY VARIABLE REVERSE REPO CUT-OFF RATE IS 5.74%,,2019/7/24 19:14:16,0.0,INR
c8ea387b31d840dba962baeef820a63f,*IMF: NO MORE CHINA EASING NEEDED IF NO NEW TARIFFS OR SLOWDOWN,,2019/6/5 15:02:23,-60.0,CNY
b4f9b8ec94524ccaaa78d182abe1b1dc,*RBI 3-DAY REVERSE REPO WEIGHTED AVG RATE IS 5.73%,,2019/7/5 18:50:25,0.0,INR
a74a4ef8ec26439a931018d9b3df0631,"*NOMURA FIXES YEN AT 108.41/DOLLAR, 0.26 WEAKER",,2019/6/6 08:55:23,-60.0,JPY
a03119852c16419e90bc7c2c57f662c2,*BANK INDONESIA WILL GUARD RUPIAH IN LINE WITH FUNDAMENTALS,,2019/5/16 15:13:04,0.0,IDR
b755583ea07e466f97776ef3a566048c,*WARJIYO SAYS RUPIAH EXCHANGE RATE IS STILL MANAGEABLE,,2019/6/11 18:42:21,60.0,IDR
3869042361604f679c7cc46553bcf46c,*ECB SEES 2019 INFLATION AT 1.7% VS. 1.7% IN JUNE,,2018/9/13 20:37:27,-60.0,EUR
727a92ccebe9468cb5a099c24d748c9a,*ROBERTSON: STILL SOME SOLID DATA IN THE NZ ECONOMY,2019/9/3 11:31:34,2019/9/3 11:31:34,0.0,NZD
204c8fd7b28946e6aea6fefed3bf2f7d,"*DRAGHI: SERVICES, CONSTRUCTION SHOW SIGNS OF RESILIENCE",,2019/7/25 20:37:46,0.0,EUR
49d00994f64c4d77a001382814fa86b5,*PBOC WEBSITE POSTS ARTICLE BY DEPUTY GOVERNOR PAN GONGSHENG,,2019/8/12 16:26:27,0.0,CNY
e0d8046e9391449eb22247d684b0f824,*RBNZ'S ORR SPEAKS TO PARLIAMENTARY COMMITTEE IN WELLINGTON,,2019/8/8 04:22:43,0.0,NZD
55ac699f618f4e50b473c5bce4de4345,*U.S. MAY RETAIL SALES INCREASE 0.8 %,,2018/6/14 20:30:07,60.0,USD
e4c097ea155744a6a9701f03b6c5d1f6,*SOUTH KOREA MANUFACTURERS' CONFIDENCE FALLS TO 71 IN AUG.,,2019/7/30 05:00:02,-60.0,KRW
fa741aebb2864a419146614a42a1b7e8,*RBI DRAINS 119.70BLN RUPEES VIA OVERNIGHT REVERSE REPO AUCTION,,2019/6/14 11:15:04,60.0,INR
28e6e99c1f7c421fa823e467fe22725f,*WESTPAC BRINGS FORWARD RBA RATE CUT CALL TO JULY FROM AUGUST,,2019/6/24 13:25:43,0.0,AUD
d6b35eff79e34572a4800d56e740dced,*RBI OVERNIGHT REVERSE REPO WEIGHTED AVG RATE IS 5.74%,,2019/7/31 19:26:13,0.0,INR
c87341286b7a450187ea277507ac873b,"*VIETNAM SETS DONG REFERENCE RATE AT 23,059 PER DOLLAR",,2019/5/28 09:07:01,60.0,USD
1764be07c20f46f7b9bf4ef5e4b186f3,*N.Z. MAINTAINS BENCHMARK INTEREST RATE AT 1.5%,,2019/6/26 10:00:01,0.0,NZD
cf1ce0de6e734872aaabcbbf12849d03,*DRAGHI: UNDERLYING INFLATION REMAINS MUTED,,2019/6/25 14:27:01,-60.0,EUR
86b61d6c467449a2adf58dff5ffd80e5,*UTTAMA: THAI GOVT READY TO TAKE FURTHER STEPS FOR ECONOMY,2019/8/28 11:49:04,2019/8/28 11:49:05,0.0,THB
5e26fde486d14a4192dfcc59bcebf749,*SWISS JUNE KOF ECONOMIC LEADING INDICATOR AT 93.6; EST. 94.8,,2019/6/28 15:04:00,-60.0,CHF
de1dc0fcb5ed4ee7b8ebae423ca59488,*ABE: SALES TAX HIKE NEEDED TO MAINTAIN NATION'S CREDIBILITY,,2019/5/24 12:44:50,0.0,JPY
7200bbde458b479996d68b61a2e5755b,*INDONESIA SEES DOWNSIDE RISKS TO ECONOMIC GROWTH: INDRAWATI,,2019/6/13 16:19:13,0.0,IDR
f9b8de6bf6fb40039fef39316a799f15,*SWISS MAY PURCHASING MANAGERS INDEX RISES TO 48.6; EST. 48.8,,2019/6/3 15:36:29,0.0,CHF
4bfdebb22353444f8ed8b696a084be60,*BORIS JOHNSON BEGINS CAMPAIGN TO BECOME U.K. PRIME MINISTER,,2019/6/12 05:00:02,-60.0,GBP
cd7362df72c3451586e64423b1d6ae65,*DRAGHI: TRADE TALKS MUST BE HELD IN KNOWN MULTI-LATERAL FORUM,,2019/6/25 12:14:38,0.0,EUR
aad7edafddff41e1841869376f7ea7db,*BANK INDONESIA SEES ECONIMIC CHALLENGES PERSISTING: DAMAYANTI,,2019/8/7 12:03:11,60.0,IDR
56784380b3744a218f320d617611d482,"*POWELL: DOT PLOT BASED ON INDIVIDUAL FORECASTS, SERVES PURPOSE",,2018/9/27 02:59:33,0.0,USD
